atorvastatine: Er is een Contraindicatie SLCO1B1 521TC,"Het risico op myopathie kan verhoogd zijn. De genvariatie kan tot een verlaagd transport van atorvastatine naar de lever leiden, waardoor de plasmaconcentratie van atorvastatine kan toenemen.Patiënt heeft BELANGRIJKE ADDITIONELE RISICOFACTOREN voor statinegeïnduceerde myopathie:kies een alternatiefRosuvastatine en pravastatine worden in ongeveer gelijke mate beïnvloed door de SLCO1B1-genvariatie, maar worden niet beïnvloed door CYP3A4-remmers als amiodaron, verapamil en diltiazem.Fluvastatine wordt niet significant beïnvloed door de SLCO1B1-genvariatie en CYP3A4-remmers.indien een alternatief niet mogelijk is: adviseer de patiënt om bij spierklachten contact op te nemenPatiënt heeft GEEN belangrijke additionele risicofactoren voor statinegeïnduceerde myopathie:adviseer de patiënt om bij spierklachten contact op te nemen",SLCO1B1
atorvastatine: Er is een Contraindicatie SLCO1B1 521CC,"Het risico op myopathie kan verhoogd zijn. De genvariatie kan tot een verlaagd transport van atorvastatine naar de lever leiden, waardoor de plasmaconcentratie van atorvastatine kan toenemen.Patiënt heeft BELANGRIJKE ADDITIONELE RISICOFACTOREN voor statinegeïnduceerde myopathie:kies een alternatiefRosuvastatine en pravastatine worden in ongeveer gelijke mate beïnvloed door de SLCO1B1-genvariatie, maar worden niet beïnvloed door CYP3A4-remmers als amiodaron, verapamil en diltiazem.Fluvastatine wordt niet significant beïnvloed door de SLCO1B1-genvariatie en CYP3A4-remmers.indien een alternatief niet mogelijk is: adviseer de patiënt om bij spierklachten contact op te nemenPatiënt heeft GEEN belangrijke additionele risicofactoren voor statinegeïnduceerde myopathie:adviseer de patiënt om bij spierklachten contact op te nemen",VKORC1
azathioprine/mercaptopurine: Er is een Contraindicatie Nudt15 intermediate metabolizer,"Leukopenie graad ≥ 2 treedt op bij 42% van deze patiënten bij normale therapie voor immuunsuppressie. De genvariatie verhoogt de hoeveelheid van de volledig geactiveerde metaboliet van azathioprine en mercaptopurine.IMMUUNSUPPRESSIE:start met 50% van de normale doseringAanpassing van de startdosering dient plaats te vinden op basis van toxiciteit (monitoring van het bloedbeeld) en effectiviteit.NB: Het percentage van 50% is gebaseerd op de analogie met TPMT, waarvan de genvarianten een vergelijkbaar effect op toxiciteit hebben als die van NUDT15. Voor NUDT15 IM werd een percentage < 70% berekend, maar waren er onvoldoende gegevens om het exacte percentage te berekenen.NB: Instelling op basis van het totaal aan 6-TGN-metabolieten is niet mogelijk bij deze patiënten, omdat ze toxiciteit ontwikkelen binnen het voor patiënten zonder genvariant geldende therapeutische gebied.LEUKEMIE:start met 50% van de normale mercaptopurinedosering of start met de normale dosering en verlaag tot 50% als bijwerkingen een dosisverlaging noodzakelijk makenHet is niet bekend of op voorhand verlagen van de dosis tot dezelfde effectiviteit leidt als dosisverlaging op geleide van toxiciteit.Aanpassing van de startdosering dient plaats te vinden op basis van toxiciteit (monitoring van het bloedbeeld) en effectiviteit.NB: Het percentage van 50% is gebaseerd op de analogie met TPMT, waarvan de genvarianten een vergelijkbaar effect op toxiciteit hebben als die van NUDT15. Voor NUDT15 IM werd een percentage < 70% berekend, maar waren er onvoldoende gegevens om het exacte percentage te berekenen.NB: Instelling op basis van het totaal aan 6-TGN-metabolieten is niet mogelijk bij deze patiënten, omdat ze toxiciteit ontwikkelen binnen het voor patiënten zonder genvariant geldende therapeutische gebied.Noot: sterkere dosisverlagingen zijn nodig als de patiënt ook TPMT IM of TPMT PM is.",SLCO1B1
azathioprine/mercaptopurine: Er is een Contraindicatie Nudt15 poor metabolizer,"Leukopenie graad ≥ 2 treedt op bij 96% van deze patiënten bij normale therapie. De genvariatie verhoogt de hoeveelheid van de volledig geactiveerde metaboliet van azathioprine en mercaptopurine.vermijd azathioprine en mercaptopurineals vermijden van azathioprine en mercaptopurine niet mogelijk is: gebruik 10% van de normale dosering en adviseer de patiënt om contact op te nemen wanneer symptomen van beenmergdepressie (zoals erge keelpijn in combinatie met koorts, regelmatig een bloedneus en snel blauwe plekken) optredenEventuele aanpassing van de startdosering dient plaats te vinden op basis van toxiciteit (monitoring van het bloedbeeld) en effectiviteit.NB: Het percentage van 10% is gebaseerd op de analogie met TPMT, waarvan de genvarianten een vergelijkbaar effect op toxiciteit hebben als die van NUDT15. Voor NUDT15 PM werd een percentage < 20% berekend, maar waren er onvoldoende gegevens om het exacte percentage te berekenen.NB: Instelling op basis van het totaal aan 6-TGN-metabolieten is niet mogelijk bij deze patiënten, omdat ze toxiciteit ontwikkelen binnen het voor patiënten zonder genvariant geldende therapeutische gebied.",SLCO1B1
brexpiprazol: Er is een Contraindicatie CYP2D6 poor metabolizer,"Het risico op bijwerkingen is in theorie verhoogd, omdat de genvariatie het metabolisme van brexpiprazol vermindert.gebruik de helft van de normale dosis",VKORC1
carbamazepine: Er is een Contraindicatie HLA-B*1502-positief,"Een sterk verhoogd risico op de levensbedreigende cutane bijwerking stevens-johnsonsyndroom/toxische epidermale necrolyse (SJS/TEN) in de eerste drie maanden is aanwezig bij patiënten met deze genetische variatie. Het risico op carbamazepine- geïnduceerd SJS/TEN is bij deze patiënten 1,8-7,7%.vermijd carbamazepineFenytoïne, lamotrigine en oxcarbazepine geven ook een verhoogd risico op SJS/TEN bij deze patiënten, maar het uiteindelijke risico is een factor 5-10 lager voor deze geneesmiddelen dan voor carbamazepine. Bij oxcarbazepine worden bovendien de meest ernstige vormen (SJS/TEN-overlap en TEN) niet waargenomen.",CYP2B6
carbamazepine: Er is een Contraindicatie HLA-B*1511-positief,"Het risico op de levensbedreigende cutane bijwerking stevens-johnsonsyndroom/toxische epidermale necrolyse (SJS/TEN) in de eerste drie maanden is verhoogd bij patiënten met deze genetische variatie. Het risico op carbamazepine-geïnduceerd SJS/TEN bij patiënten met het HLA-B*1502-allel, dat een 1,6-9,9 maal zo hoog risico geeft als het HLA-B*1511-allel is 1,8-7,7%. Dit zou overeenkomen met een risico op carbamazepine-geïnduceerd SJS/TEN bij deze patiënt van 0,18-4,8%.weeg het risico op SJS/TEN zorgvuldig af tegen de voordelenvermijd carbamazepine als een alternatief mogelijk isals vermijden niet mogelijk is, adviseer de patiënt om optreden van huiduitslag onmiddellijk te melden",CYP2B6
citalopram: Er is een Contraindicatie CYP2C19 intermediate metabolizer,In theorie is het risico op QT-verlenging en torsade de pointes verhoogd doordat de genvariatie tot een toename van de plasmaconcentratie van citalopram leidt. Bij volgen van onderstaand dosisadvies worden de verhoogde plasmaconcentratie en het theoretisch verhoogde risico op QT-verlenging teniet gedaan.geef maximaal de volgende dagdoseringen:volwassenen tot 65 jaar: 30 mg als tabletten of 22 mg als druppelsvanaf 65 jaar: 15 mg als tabletten of 10 mg als druppels,FVL
citalopram: Er is een Contraindicatie CYP2C19 poor metabolizer,"Het risico op QT-verlenging en daarmee in theorie ook het risico op torsade de pointes is verhoogd, doordat de genvariatie tot een toename van de plasmaconcentratie van citalopram leidt.Bij volgen van onderstaand dosisadvies worden de verhoogde plasmaconcentratie en het verhoogde risico op QT-verlenging teniet gedaan.geef maximaal de volgende dagdoseringen (50% van de normale maximumdosering):volwassenen tot 65 jaar: 20 mg als tabletten of 16 mg als druppelsvanaf 65 jaar: 10 mg als tabletten of 8 mg als druppels",VKORC1
clomipramine: Er is een Contraindicatie CYP2D6 poor metabolizer,"Het genetisch polymorfisme leidt tot een verlaagde metabole capaciteit van CYP2D6. Hierdoor kunnen de plasmaconcentraties van clomipramine en de actieve metaboliet toenemen en die van de mogelijk cardiotoxische hydroxymetabolieten afnemen.Advies:Indicatie DEPRESSIE:verlaag de dosering tot 50% van de normale doseringmonitor de plasmaconcentraties van clomipramine en N-desmethylclomipramineIndicatie ANGSTSTOORNISSEN:kies een alternatiefAntidepressiva die niet of in mindere mate door CYP2D6 worden gemetaboliseerd, zijn bijv. citalopram en sertraline.als een alternatief niet mogelijk is en bijwerkingen optreden:verlaag de dosering met 50%monitor de plasmaconcentraties van clomipramine en N-desmethylclomipramineHet is niet bekend of het mogelijk is de dosering zodanig te verlagen dat de bijwerkingen verdwijnen, maar effectiviteit behouden blijft. Clomipramine en N-desmethylclomipramine dragen beide bij aan de bijwerkingen. Alleen clomipramine draagt bij aan de effectiviteit.",CYP2C19
clomipramine: Er is een Contraindicatie CYP2D6 intermediate metabolizer,Het genetisch polymorfisme leidt tot een verlaagde metabole capaciteit van CYP2D6. Hierdoor kunnen de plasmaconcentraties van clomipramine en de actieve metaboliet toenemen en die van de mogelijk cardiotoxische hydroxymetabolieten afnemen.Advies:verlaag de dosering tot 70% van de normale doseringmonitor de plasmaconcentraties van clomipramine en desmethylclomipramineVoor de indicatie obsessieve compulsieve stoornis en voor andere angststoornissen is alleen clomipramine relevant. Voor toxiciteit en de indicatie depressie zijn beiden relevant.,VKORC1
clomipramine: Er is een Contraindicatie CYP2D6 ultrarapid metabolizer,"Het genetisch polymorfisme leidt tot een verhoogde metabole capaciteit van CYP2D6. Hierdoor kunnen de plasmaconcentraties van clomipramine en de actieve metaboliet afnemen en die van de mogelijk cardiotoxische hydroxymetabolieten toenemen.Advies:kies een alternatiefAntidepressiva die niet of in mindere mate door CYP2D6 worden gemetaboliseerd, zijn bijv. citalopram en sertraline.als een alternatief niet mogelijk is:verhoog de dosering tot 150% van de normale doseringmonitor de plasmaconcentraties van clomipramine en desmethylclomipramineVoor de indicatie obsessieve compulsieve stoornis en voor andere angststoornissen is alleen clomipramine relevant. Voor toxiciteit en de indicatie depressie zijn beiden relevant.",FVL
clomipramine: Er is een Contraindicatie CYP2C19 ultrarapid metabolizer,"De genvariatie verhoogt het risico op ineffectiviteit bij obsessief-compulsieve stoornis en angststoornissen door verlaging van de plasmaconcentratie van clomipramine. De genvariatie heeft weinig tot geen effect op de plasmaconcentratie van clomipramine+desmethylclomipramine, die effectiviteit bij depressie en bijwerkingen bepaalt.Indicatie OBSESSIEF-COMPULSIEVE STOORNIS of ANGSTSTOORNISSEN:vermijd clomipramineAntidepressiva die niet of in mindere mate door CYP2C19 worden gemetaboliseerd, zijn bijv. fluoxetine, fluvoxamine en paroxetine.als vermijden van clomipramine niet mogelijk is:monitor effect en bijwerkingen of de plasmaconcentraties van clomipramine en desmethylclomipramineVoor obsessieve compulsieve stoornis is de therapeutische plasmaconcentratie van clomipramine groter dan 200 ng/ml in combinatie met een zo laag mogelijke plasmaconcentratie van desmethylclomipramine.Voor angststoornissen is de therapeutische plasmaconcentratie van clomipramine ongeveer 100 ng/ml in combinatie met een plasmaconcentratie van desmethylclomipramine lager dan 200 ng/ml.Een som van de plasmaconcentraties van clomipramine en desmethylclomipramine hoger dan 600 ng/ml wordt als toxisch beschouwd.voeg zo nodig een lage dosering fluvoxamine toe om CYP2C19 en CYP1A2 en daarmee de omzetting van clomipramine in desmethylclomipramine te remmenIndicatie DEPRESSIE:geen actie nodig",VKORC1
clopidogrel: Er is een Contraindicatie CYP2C19 poor metabolizer,"Het risico op ernstige cardio- en cerebrovasculaire incidenten is verhoogd bij een dotterbehandeling of stentplaatsing (percutane coronaire interventie) en bij patiënten met een beroerte of TIA, doordat de genvariatie de activering van clopidogrel vermindert. Bij andere patiënten zijn negatieve klinische gevolgen niet bewezen.PERCUTANE CORONAIRE INTERVENTIE, BEROERTE of TIA:vermijd clopidogrelPrasugrel, ticagrelor en acetylsalicylzuur/dipyridamol worden niet of in mindere mate door CYP2C19 gemetaboliseerd.OVERIGE indicaties:bepaal de mate van trombocytenaggregatieremming door clopidogreloverweeg een alternatief bij een slechte responsPrasugrel en ticagrelor worden niet of in mindere mate door CYP2C19 gemetaboliseerd.",DPYD
codeine: Er is een Contraindicatie CYP2D6 poor metabolizer,"De genetische variatie vermindert de omzetting van codeïne in morfine. Dit kan leiden tot een verminderde pijnstilling.Advies:Bij HOEST:geen actie nodigBij PIJN:Een voldoende onderbouwd advies voor dosisaanpassing kan op basis van de beperkte literatuur voor dit fenotype niet worden gegeven.kies een alternatiefKies hierbij geen tramadol omdat dit ook door CYP2D6 wordt gemetaboliseerdMorfine wordt niet door CYP2D6 gemetaboliseerd.Oxycodon wordt in beperkte mate door CYP2D6 gemetaboliseerd, maar dit leidt niet tot verschillen in pijnstilling bij patiënten.als een alternatief niet mogelijk is: adviseer de patiënt om bij onvoldoende pijnstilling contact op te nemen",CYP3A5
codeine: Er is een Contraindicatie CYP2D6 ultrarapid metabolizer,"De genetische variatie verhoogt de omzetting van codeïne in morfine. Dit kan leiden tot een toename van bijwerkingen. Overlijden is opgetreden bij kinderen die analgetische doseringen kregen. Een volwassene met verminderde nierfunctie en comedicatie met twee CYP3A4-remmers werd comateus bij gebruik van codeïne voor hoest.Advies:DOSERINGEN HOGER DAN 20 mg elke 6 uur voor volwassenen en 10 mg elke 6 uur voor kinderen vanaf 12 jaar EN/OF ADDITIONELE RISICOFACTOREN, zoals comedicatie met CYP3A4-remmers en/of verminderde nierfunctie:Codeïne is gecontraïndiceerd.kies indien mogelijk een alternatiefBij PIJN: kies geen tramadol omdat dit ook door CYP2D6 wordt gemetaboliseerd.Morfine wordt niet door CYP2D6 gemetaboliseerd.Oxycodon wordt in beperkte mate door CYP2D6 gemetaboliseerd, maar dit leidt niet tot verschillen in bijwerkingen bij patiënten.Bij HOEST: noscapine wordt niet door CYP2D6 gemetaboliseerd.DOSERINGEN LAGER OF GELIJK AAN 20 mg elke 6 uur voor volwassenen of 10 mg elke 6 uur voor kinderen vanaf 12 jaar EN GEEN ADDITIONELE RISICOFACTOREN, zoals comedicatie met CYP3A4-remmers en/of verminderde nierfunctie:geen actie nodig",CYP2B6
doxepine: Er is een Contraindicatie CYP2D6 poor metabolizer,Het genetisch polymorfisme leidt tot een verlaagde metabole capaciteit van CYP2D6 waardoor de plasmaconcentraties van doxepine en nordoxepine kunnen stijgen.Advies:verlaag de dosering tot 40% van de normale dosering en monitor de plasmaconcentraties van doxepine en nordoxepine voor het instellen van de onderhoudsdosering,HLA-B
doxepine: Er is een Contraindicatie CYP2D6 ultrarapid metabolizer,Het genetisch polymorfisme leidt tot een verhoogde metabole capaciteit van CYP2D6 waardoor de plasmaconcentraties van doxepine en nordoxepine kunnen dalen en de plasmaconcentratie van de hydroxymetabolieten kan stijgen.Advies:kies een alternatiefAntidepressiva die niet of in mindere mate door CYP2D6 worden gemetaboliseerd zijn bijv. citalopram en sertraline.als een alternatief niet mogelijk is: verhoog de dosering tot 200% van de normale dosering en monitor de plasmaconcentraties van doxepine en nordoxepine voor het instellen van de onderhoudsdosering,SLCO1B1
efavirenz: Er is een Contraindicatie CYP2B6 intermediate metabolizer,De genetische variatie verhoogt de plasmaconcentratie van efavirenz en daarmee het risico op bijwerkingen. Voor het merendeel van de patiënten blijft de plasmaconcentratie echter binnen het therapeutisch gebied.Advies:bepaal bij het optreden van bijwerkingen de plasmaconcentratie efavirenz en verlaag zo nodig de dosering.Bij 14 volwassen IM was verlaging van de dosis tot 400 mg/dag (2/3e van de normale dosis) voldoende voor het bereiken van therapeutische plasmaconcentraties en het verminderen of verdwijnen van bijwerkingen.Voor efavirenz is een therapeutisch gebied van 1000-4000 ng/ml vastgesteld.,CYP2B6
efavirenz: Er is een Contraindicatie CYP2B6 poor metabolizer,"De genetische variatie kan leiden tot een verminderd metabolisme van efavirenz. Hierdoor kan de plasmaconcentratie van efavirenz en daarmee het risico op bijwerkingen toenemen.efavirenz in MONOpreparaat, volwassenen en kinderen VANAF 40 KG:body mass index KLEINER of GELIJK aan 25:start met een dosering van 400 mg/dag en pas deze op basis van de plasmaconcentratie indien nodig verder aan (verdere verlaging tot 200 mg/dag of in zeldzame gevallen verhoging tot 600 mg/dag)Voor efavirenz is een therapeutisch gebied van 1000-4000 ng/ml vastgesteld.body mass index GROTER dan 25:start met een dosering van 600 mg/dag en pas deze op basis van de plasmaconcentratie indien nodig aan (verlaging tot 400 of 200 mg/dag)Voor efavirenz is een therapeutisch gebied van 1000-4000 ng/ml vastgesteld.efavirenz in MONOpreparaat, kinderen LICHTER DAN 40 KG:start met de normale dosering en pas deze op basis van de plasmaconcentratie indien nodig aanVoor volwassenen werden therapeutische plasmaconcentraties bereikt bij ofwel 2/3e van de normale dosering (1/3e van de patiënten) ofwel 1/3e van de normale dosering (2/3e van de patiënten). Bij kinderen jonger dan 3 jaar werden therapeutische plasmaconcentraties bereikt bij doseringen van ongeveer 10 mg/kg per dag (als capsules) (100 mg/dag voor 7-14 kg en 150 mg/dag voor 14-17 kg; 50-75% van de normale dosering).Voor efavirenz is een therapeutisch gebied van 1000-4000 ng/ml vastgesteld.efavirenz in COMBINATIEpreparaat:start met het combinatiepreparaat en pas de efavirenzdosering op basis van de plasmaconcentratie indien nodig aan (verlaging tot 400 of 200 mg/dag)Voor efavirenz is een therapeutisch gebied van 1000-4000 ng/ml vastgesteld.Noot: Bovenstaande doseringsadviezen zijn gebaseerd op PM met het genotype *6/*6. Er zijn aanwijzingen dat voor PM met het genotype *18/*18 (alleen aanwezig in Negroïde patiënten) sterkere dosisverlagingen nodig kunnen zijn.Overwegingen:Een uitgebreide verantwoording van het advies vind u in de risicoanalyse. De gebruikte overwegingen voor volwassenen staan ook hieronder.Behalve voor 3 studies met lage plasmaconcentraties van efavirenz voor EM (2 van de 3 studies in Afrika en 1 studie in de Verenigde Staten en Italië) ligt de mediane of gemiddelde plasmaconcentratie of AUC voor PM boven het therapeutisch gebied. Een recente studie toont een vergelijkbare virologische respons voor efavirenz 400 en 600 mg/dag bij patiënten die niet op genotype zijn geselecteerd. Het risico op onderdosering bij verlaging van de startdosering tot 400 mg/dag is dus erg klein. Twee kleine studies toonden dat genoemde dosisverlagingen voor in totaal 24 PM, de effectiviteit niet verminderden (hiv bleef ondetecteerbaar), maar de bijwerkingen wel. Zowel toediening als combinatiepreparaat als het ontbreken van onnodige bijwerkingen door een te hoge plasmaconcentratie bevorderen de therapietrouw.Bij PM hoeft geen rekening te worden gehouden met eventueel gebruik van CYP2B6-inductoren als rifampicine. Door de sterk verlaagde of afwezige metabole capaciteit van CYP2B6 is inductie weinig of niet relevant. Bovendien lijken de effecten van enzyminductie door rifampicine en enzymremming door isoniazide op de plasmaconcentratie van efavirenz elkaar grotendeels op te heffen, onafhankelijk van het CYP2B6-fenotype van de patiënt.",DPYD
efavirenz: Er is een Contraindicatie CYP2B6 *5/*6 of *5/*18,De genetische variatie verhoogt de plasmaconcentratie van efavirenz en daarmee het risico op bijwerkingen. Voor het merendeel van de patiënten blijft de plasmaconcentratie echter binnen het therapeutisch gebied.Advies:bepaal bij het optreden van bijwerkingen de plasmaconcentratie efavirenz en verlaag zo nodig de doseringBij 14 volwassen met een genotype met hetzelfde effect was verlaging van de dosis tot 400 mg/dag (2/3e van de normale dosis) voldoende voor het bereiken van therapeutische plasmaconcentraties en het verminderen of verdwijnen van bijwerkingen.Voor efavirenz is een therapeutisch gebied van 1000-4000 ng/ml vastgesteld.,CYP2B6
eliglustat: Er is een Contraindicatie CYP2D6 poor metabolizer,"De genvariatie vermindert de omzetting van eliglustat in inactieve metabolieten. Hierdoor neemt het risico op bijwerkingen, zoals een (kleine, dosisafhankelijke) verlenging van het QT-interval, toe. CYP3A-remmers verhogen dit risico nog verder.Advies:Comedicatie met een STERKE CYP3A-REMMER (bijv. ketoconazol, claritromycine, itraconazol, cobicistat, indinavir, lopinavir, ritonavir, saquinavir, telaprevir, tipranavir, posaconazol, voriconazol, telitromycine, conivaptan, boceprevir):Eliglustat is gecontraïndiceerd.kies indien mogelijk een alternatiefComedicatie met een MATIGE CYP3A-REMMER (bijv. erytromycine, ciprofloxacine, fluconazol, diltiazem, verapamil, aprepitant, atazanavir, darunavir, fosamprenavir, imatinib, cimetidine):Eliglustat wordt niet aanbevolen.kies indien mogelijk een alternatiefComedicatie met een ZWAKKE CYP3A-REMMER (bijv. amlopidine, cilostazol, fluvoxamine, goldenseal, isoniazide, ranitidine, ranolazine):kies indien mogelijk een alternatief voor de zwakke CYP3A-remmerindien een alternatief niet mogelijk is:gebruik een dosering van 84 mg eliglustat 1x daagswees alert op bijwerkingenComedicatie met een STERKE CYP3A-INDUCTOR (bijv. rifampicine, carbamazepine, fenobarbital, fenytoïne, rifabutine, hypericum):Eliglustat wordt niet aanbevolen. De plasmaconcentratie daalt mogelijk zo sterk, dat een therapeutisch effect uitblijft.kies indien mogelijk een alternatiefGEEN comedicatie met een CYP3A-remmer of sterke CYP3A-inductor:gebruik een dosering van 84 mg 1x daags",FVL
eliglustat: Er is een Contraindicatie CYP2D6 ultrarapid metabolizer,De genvariatie verhoogt de omzetting van eliglustat in inactieve metabolieten. Hierdoor is de normale dosering niet effectief. Er zijn onvoldoende gegevens om een effectieve dosering voor alle UM vast te stellen.Advies:Dit geneesmiddel is gecontraïndiceerd.1. kies indien mogelijk een alternatief,VKORC1
escitalopram: Er is een Contraindicatie CYP2C19 intermediate metabolizer,"In theorie is het risico op QT-verlenging en torsade de pointes verhoogd, doordat de genvariatie tot een toename van de plasmaconcentratie van escitalopram leidt. Bij volgen van onderstaand dosisadvies worden de verhoogde plasmaconcentratie en het theoretisch verhoogde risico op QT-verlenging teniet gedaan.geef maximaal de volgende doseringen (75% van de normale maximumdosering):volwassenen tot 65 jaar 15 mg/dag, vanaf 65 jaar 7,5 mg/dag",CYP2C9
escitalopram: Er is een Contraindicatie CYP2C19 ultrarapid metabolizer,"Het risico op omzetting van de patiënt naar een ander antidepressivum is verhoogd, doordat de genvariatie tot een afname van de plasmaconcentratie van escitalopram leidt.vermijd escitalopramAntidepressiva die niet of in mindere mate door CYP2C19 worden gemetaboliseerd, zijn bijvoorbeeld paroxetine of fluvoxamine.",HLA-B
